attack	comment
0	"`NEWLINE_TOKENNEWLINE_TOKEN==Fair use rationale for Image:1851 Crest New1b.jpg==NEWLINE_TOKENThanks for uploading or contributing to Image:1851 Crest New1b.jpg. I notice the image page specifies that the image is being used under fair use but there is not a suitable explanation or rationale as to why each specific use in Wikipedia constitutes fair use. Please go to the image description page and edit it to include a fair use rationale.NEWLINE_TOKENNEWLINE_TOKENIf you have uploaded other fair use media, consider checking that you have specified the fair use rationale on those pages too. You can find a list of 'image' pages you have edited by clicking on the ```` link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting ``Image`` from the dropdown box. Note that any non-free media lacking such an explanation will be deleted one week after they have been uploaded, as described on criteria for speedy deletion. If you have any questions please ask them at the Media copyright questions page. Thank you.   `"
0	"NEWLINE_TOKEN::::Shorter, and a whole lot more readable!  the old version was impossible to read! "
1	"`NEWLINE_TOKEN:::Well I might consider and then might even agree with you that perhaps one could point me to WP:DBAD (here spelled in a form of euphemism for my potential benefit -) ), as I consider you had pointed me (  ;-)  ), but that still hasn't given any solutions to the disagreement which goes on the talk page (here I mean the Talk:International recognition of Kosovo page). As far as the WP:RM (if this is what you had in mind) is concerned, my opinion is that the third conversator  thinks other of the procedure (I'm still not sure that there is one). Moreover, I'm certain that for the time being he doesn't think of another POV of the ``procedure``, because of this words of his, which are somehow unclear (at least to me): ``Any new proposals will be speedy closed. Persistence will be dealt with sanctions as per the WP:ARBMAC probation this article is under the scope of.`` concerning the closure of ``proposal``. I'm not sure if he meant new proposals through the talk page of International recognition of Kosovo (``IroK``) or through the WP:RM. Actually, I find WP:RM somehow vague on the sequence of steps to be taken when new request/proposal is to be made. I've tried to follow the procedure proposed as it is given at WP:RM, but then I might misunderstood something. I might consider asking for explanation on the very own project's page, as for that matter. Hus, as a formalist as I consider you at the moment, I must ask you now this: when you wrote all controversial move proposals must go through... in order to have any validity you actully wanted to write all controversial move proposals should go through...in order to have any validity. I suppose I pointed out ( one might consider I've used irony, I apologize to those) to the ambiguity of interpretation of the potential procedure, since the very procedure hasn't been tagged as a guideline, but still named a project, to the least. Maybe, some other place exists, which I'm not aware of - I apologize in advance for me being somewhat a whiner, since I've been passive and not searching for potential one myself. Not to mention judgemental and still non-constructive enough, to contribute myself (although recognition of the problem might be considered as form of contiributing action -? -/ ). Sorry for that.NEWLINE_TOKEN:::Ijanderson977, you asked: Why are you not claiming that this article has a POV title: International recognition of Abkhazia and South Ossetia? Well, actually, I do consider this title is biased also. But personally I consider the ``IroK`` more globally important, not just to me, as one might think it is. If the bias is dealt with this issue (IroK title), it could be dealt elsewhere also. And IMHO it is good to keep the discussion in one place -> maybe creating a new page, where this discussion concerning the term ``recognition`` (or more) could be taken, should be considered as an idea.NEWLINE_TOKEN:::All the best.  `"
1	"`{| class=``messagebox standard-talk``NEWLINE_TOKEN|-NEWLINE_TOKEN|NEWLINE_TOKEN|This discussion page may contain comments better considered as trolling, posted in order to prompt irate replies that can then be even further ridiculed, in turn. Before you post any reply, consider how you might minimize the effects of trollish comments. Simply ignoring certain comments may be the best option.NEWLINE_TOKEN|}NEWLINE_TOKENNEWLINE_TOKENExample of McNeight's 'trolling' is shocking:NEWLINE_TOKENNEWLINE_TOKENWikipedia is a community. The focus is not on you or me, but the encyclopedia. Create as many user names as you want, but eventually your ``personality`` will come through. If you can't or won't interact with people in a normal manner (hint: take a look at meta:Don't be a dick and Wikipedia:Civility for some tips on human-human interaction), then get the fuck out. McNeight  SIGNED! Because I'm not a bitter and petty authority-wannabe attention-freak coward.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN`"
0	`NEWLINE_TOKENNEWLINE_TOKEN== Include the captains? ==NEWLINE_TOKENNEWLINE_TOKENWhat do people think about having the name of the respective captains within the main table? ''''''  `
1	"`NEWLINE_TOKEN:::::: Your premise is flawed (general reviews of 'spinal manipulation' are cited routinely in reviews of chiropractic research) thus with that assumption (similar to a 2+2=7 assumption) then all that follows is a logical fallacy. Make sense? Do you really want to have a semantic debate with me or do you want to stick to the substance of our discussion? If you are going to be insulting, then there's no reason to continue this conversation.    `"
1	NEWLINE_TOKENNEWLINE_TOKEN== me ==NEWLINE_TOKENNEWLINE_TOKENI am gonna roast bbq on the bbq
0	` NEWLINE_TOKENNEWLINE_TOKENI think this is an out-dated concept - we are ``broadcasting`` in front of things that look like televisions. electronic media IS verifiable if it is recorded. NEWLINE_TOKENNEWLINE_TOKEN`
0	"NEWLINE_TOKENNEWLINE_TOKEN== Cantonese Version ==NEWLINE_TOKENNEWLINE_TOKENBack when I was a little nipper, My Neighbour Totoro was one of my favorite films, despite the fact that I couldn't understand it, as it was Cantonese dub. I point this out as I found out when I watched the English and Japanese versions that it was only the Cantonese version where the Totoros (sp?) actually speak (the medium one being high pitched, the smaller doesn't speak and the big'un is er, very loud)NEWLINE_TOKENNEWLINE_TOKENI'm not going to add that to the article asNEWLINE_TOKENa) I appear to have lost the video, and may have been an illegal redub anywayNEWLINE_TOKENb) I need someone else to corroborate my findingsNEWLINE_TOKENNEWLINE_TOKEN "
0	"`| class=``wikitable``NEWLINE_TOKEN|-NEWLINE_TOKEN! header 1NEWLINE_TOKEN! header 2NEWLINE_TOKEN! header 3NEWLINE_TOKEN|-NEWLINE_TOKEN| row 1, cell 1NEWLINE_TOKEN| row 1, cell 2NEWLINE_TOKEN| row 1, cell 3NEWLINE_TOKEN|-NEWLINE_TOKEN| row 2, cell 1NEWLINE_TOKEN| row 2, cell 2NEWLINE_TOKEN| row 2, cell 3NEWLINE_TOKEN|}`"
1	"`::Sorry Lo, didn't spot this what with being banned by a selection of Anglo-American editors for annoying them. ``Every other contributor whether British or Irish, can grasp this fact and accepts it.`` 'They most certainly do NOT!!! Can't you read?? They merely get fed up arguing or back-off at the threat of being censored (aka blocked)! What we need is more editors who will neither tire nor be intimidated. ( )NEWLINE_TOKENNEWLINE_TOKEN`"
0	"NEWLINE_TOKEN===September 2005===NEWLINE_TOKENThanks for experimenting with Wikipedia.  Your test worked, and has been reverted. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  Thanks.  "
1	"NEWLINE_TOKEN::::: By the way, dummy, I didn't put her name in the article, as I know your white knight ass will just remove it, because you hate the truth.  So I didn't violate privacy of names.  But I have now repeatedly violated the rule that says I can't be an asshole to an idiot like yourself.  "
0	"NEWLINE_TOKENNEWLINE_TOKEN:I totally agree... BUT that picture was really out of date.  It's an almost totally different band now.  So whoever changed the pic probably does have the right idea, I think.  Hopefully as more promo pics emerge for the new album over the next couple of months we can find something better again.   "
0	NEWLINE_TOKENduplicate info with the dino rossi page about the 2004 election.  detailed election info should be broken out.
0	"NEWLINE_TOKENNEWLINE_TOKEN== Facts ==NEWLINE_TOKENNEWLINE_TOKENIs this not a fact? and not just something adherents of rastafari teachings believe in?NEWLINE_TOKENThat should be refrased.NEWLINE_TOKENNEWLINE_TOKENThe adherents of Rastafari teachings believe that their original African languages were stolen from them when they were taken into captivity as part of the slave trade, and that English is an imposed colonial language.NEWLINE_TOKEN    "
0	"`Unfortunately it doesn't appear that the newest lead is going to quell the controversy, but I still think it is better writing to place the current squabbles about control into historical context. Presentism is a very common problem in Wikipedia articles. And WP:NPOV is a foundation policy, so we cannot ``simplify`` the wording by pretending that one side is right and ignoring the claims of the other.  NEWLINE_TOKENNEWLINE_TOKEN`"
1	NEWLINE_TOKENNEWLINE_TOKEN: There was absolutely nothing wrong with my edit. WTF???   
0	NEWLINE_TOKENNEWLINE_TOKEN==Arjun MBT==NEWLINE_TOKENCan you deny that the trials be it in winter or summer is part of AUCRT?  
0	`NEWLINE_TOKEN*Support. His name is spelled ``Ivanisevic`` according to the ATP and every other source I can find.   `
1	"NEWLINE_TOKENNEWLINE_TOKENOh my god, some genres on pages don't have sources. I've seen it w/ my own 2 eyes. Have u?"
0	`NEWLINE_TOKEN:Regenerated electricity goes to fans etc (a few kilowatts or more usually) - no battery storage as in ``Green Goat`` in this one as yet..NEWLINE_TOKEN:Otherwise I agree - more marketting gas that real benefit.  `
0	I think tariffs are a good idea. They could eliminate outsourcing and improve our economy.
0	"Is not a CAD application for AEC, rather for product design and manufacture. Also "
0	"NEWLINE_TOKENNEWLINE_TOKENWell, Tk, what are you going to do here for the next three months?   "
1	NEWLINE_TOKENNEWLINE_TOKENIt has a link now and im 10 yrs old (your probaly a 59 year old man that lives with his mom) -  
0	"NEWLINE_TOKENNEWLINE_TOKEN::Uh, we don't compete under the name 'Great Britain'.  The official name is 'Great Britain and Northern Ireland', as it has been since 1928.  In 1924 and before, it was 'Great Britain and Ireland'.  "
0	"NEWLINE_TOKEN==December 17 2006==NEWLINE_TOKENPlease do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.   "
0	"NEWLINE_TOKENNEWLINE_TOKEN== haha ==NEWLINE_TOKENNEWLINE_TOKENActually, I can type. I'm not a gay person."
1	"`To all I have left to say to  is man your one great reader! ``you think your such a big man calling me a child`` even though I said ``Cause your talking to a grown man, not some damn child!`` except for the few missing word, you came really close. The flag represents nationality? No since their is nothing in the entire page that states what the flag represents anything at all, it could mean anything! I started watching MMA after you did? You might be right? My first UFC event I ever watched was Ultimate Ultimate 1996,but what can I do about it I was only 9 years old at the time. I remember it clear as if it was yesterday, cause it was only a few months later after seeing Julio C??sar Ch?ívez Vs. Oscar De La Hoya that I begged my parent's to let see in 1996. Just about same time started training boxing under Tony & Mike Ayala in San Antonio, Texas till the age of 17, and when I started wrestling in High school from ages of 13 - 17 and recently start training in BJJ under team Choco, here in VA. Please have fun watching combat sports, cause I can guaranty I have been competed in them as long as you been watching. I also will leave on a final note, a little dose of reality from me Diego. I can you grantee that if this was a face to face you would never talk to a complete stranger the way you did.NEWLINE_TOKENNEWLINE_TOKEN`"
1	"NEWLINE_TOKENNEWLINE_TOKEN== July 2015 ==NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENGet a job and stop doing drugs, you dumb hippie."
